revoltar,311
afligir,311
aliviar,311
atormentar,311
cativar,311
confortar,311
constranger,311
contentar,311
deprimir,311
desagradar,311
desapontar,311
descontentar,311
desencorajar,311
desestimular,311
desonrar,311
distrair,311
embaraçar,311
encorajar,311
enfurecer,311
entreter,311
entusiasmar,311
envergonhar,311
horrorizar,311
humilhar,311
incendiar,311
inflamar,311
penalizar,311
perturbar,311
sensibilizar,311
tranquilizar,311
satisfazer,311
agitar,311
arrasar,311
cansar,311
enfraquecer,311
estremecer,311
maravilhar,311
serenar,311
sossegar,311
torturar,311
acabrunhar,311
acalentar,311
alucinar,311
aprazer,311
arrepiar,311
comprazer,311
debilitar,311
deleitar,311
desconfortar,311
desesperar,311
desgostar,311
enfadar,311
entristecer,311
esmorecer,311
exaltar,311
exaurir,311
exultar,311
fatigar,311
impacientar,311
importunar,311
magoar,311
oprimir,311
tolher,311
vexar,311
zangar,311
regatear,361
pechinchar,361
flertar,361
simpatizar,361
colidir,361
cooperar,361
interagir,361
namorar,361
colaborar,361
casar,361
concordar,361
debater,361
discutir,361
brigar,361
conviver,361
unir,361
discordar,361
acordar,361
ajustar,361
combinar,361
compactuar,361
comunicar,361
conciliar,361
conspirar,361
disputar,361
negociar,361
pactuar,361
paquerar,361
relacionar,361
reunir,361
recontar,377
reportar,377
retrucar,377
proclamar,377
exprimir,377
replicar,377
formular,377
noticiar,377
narrar,377
mencionar,377
confiar,377
expor,377
relatar,377
alegar,377
declarar,377
anunciar,377
responder,377
falar,377
apresentar,377
afirmar,377
dizer,377
comunicar,377
contar,377
ordenar,377
propor,377
citar,377
divulgar,377
informar,377
lembrar,377
repetir,377
sugerir,377
confidenciar,377
notificar,377
reiterar,377
exclamar,377
insinuar,377
verbalizar,377
revelar,377
choramingar,373
grunhir,373
cochichar,373
rosnar,373
sussurrar,373
segredar,373
berrar,373
resmungar,373
balbuciar,373
bradar,373
murmurar,373
queixar,373
gritar,373
assobiar,373
balir,373
bufar,373
cacarejar,373
cantar,373
ciciar,373
chiar,373
chilrear,373
coaxar,373
delirar,373
gaguejar,373
ganir,373
gemer,373
gorgolejar,373
gorjear,373
grasnir,373
grunhir,373
guinchar,373
ladrar,373
latir,373
miar,373
mugir,373
murmurar,373
piar,373
ralhar,373
ranger,373
relinchar,373
roncar,373
ronronar,373
rugir,373
segredar,373
sibilar,373
silvar,373
soprar,373
suspirar,373
uivar,373
vaiar,373
vociferar,373
zumbir,373
zurrar,373
gargalhar,402
bocejar,402
arfar,402
roncar,402
soluçar,402
suspirar,402
sorrir,402
chorar,402
rir,402
assobiar,402
cheirar,402
choramingar,402
farejar,402
gargalhar,402
gemer,402
ofegar,402
piscar,402
rosnar,402
soluçar,402
sorrir,402
suspirar,402
tremeluzir,43
chamejar,43
refulgir,43
flamejar,43
reluzir,43
resplandecer,43
luzir,43
raiar,43
cintilar,43
piscar,43
brilhar,43
refletir,43
alumiar,43
faiscar,43
lucilar,43
amolecer,45
suavizar,45
encurtar,45
afrouxar,45
alargar,45
estreitar,45
derreter,45
dissipar,45
congelar,45
dissolver,45
afundar,45
enfraquecer,454
aprofundar,454
contrair,454
fundir,454
intensificar,454
ampliar,454
abaixar,454
abrandar,454
acalmar,454
acordar,454
afiar,454
afinar,454
agigantar,454
alagar,454
alegrar,454
alisar,454
alongar,454
alvejar,454
amaciar,454
amortecer,454
amplificar,454
apagar,454
aperfeiçoar,454
aplacar,454
apressar,454
aprimorar,454
arrebentar,454
arrefecer,454
arrombar,454
atenuar,454
avolumar,454
avultar,454
azedar,454
caiar,454
cegar,454
cicatrizar,454
clarear,454
comprimir,454
condensar,454
corar,454
cristalizar,454
curar,454
debilitar,454
degenerar,454
deprimir,454
desacelerar,454
desandar,454
desatar,454
descentralizar,454
desdobrar,454
desenrolar,454
desequilibrar,454
desestabilizar,454
desfiar,454
destravar,454
dilatar,454
diluir,454
dourar,454
encurtar,454
endurecer,454
entreabrir,454
envelhecer,454
enxugar,454
equilibrar,454
escurecer,454
esfriar,454
estabilizar,454
estalar,454
esticar,454
estourar,454
estrangular,454
expandir,454
explodir,454
fortalecer,454
furar,454
gelar,454
inundar,454
manchar,454
matizar,454
melar,454
molhar,454
nivelar,454
reacender,454
reanimar,454
reavivar,454
recrudescer,454
refrescar,454
ressecar,454
secar,454
solidificar,454
sujar,454
umedecer,454
vergar,454
abalar,454
abrir,454
acelerar,454
acender,454
agravar,454
apontar,454
aquecer,454
despertar,454
detonar,454
encher,454
encolher,454
engrossar,454
esquentar,454
fechar,454
lotar,454
serpear,473
tremular,473
rodopiar,473
boiar,473
flutuar,473
vibrar,473
oscilar,473
abanar,473
esvoaçar,473
agitar,473
balançar,473
brandir,473
dançar,473
girar,473
pairar,473
palpitar,473
pulsar,473
sacudir,473
tremer,473
inclinar,473
ondular,473
pender,473
rebolar,473
trotar,5132
galopar,5132
planar,5132
perambular,5132
escorregar,5132
deslizar,5132
marchar,5132
nadar,5132
passear,5132
voar,5132
caminhar,5132
andar,5132
correr,5132
avançar,5132
desfilar,5132
flutuar,5132
pular,5132
saltar,5132
subir,5132
vagar,5132
engatinhar,5132
escalar,5132
galgar,5132
mergulhar,5132
boiar,5132
esvoaçar,5132
mancar,5132
cambalear,5132
cavalgar,5132
escalar,5132
esgueirar,5132
rastejar,5132
saltitar,5132
sonambular,5132
trotar,5132
ziguezaguear,5132
gatinhar,5132
cravar,91
posicionar,91
mergulhar,91
situar,91
inserir,91
depositar,91
introduzir,91
meter,91
guardar,91
instalar,91
montar,91
pôr,91
colocar,91
botar,91
implantar,91
incluir,91
enterrar,91
fincar,91
fixar,91
plantar,91
dispor,91
encaixar,91
estacionar,91
intercalar,91
semear,91
